trajectory_id,cumulative_detection_prob,avg_detection_per_second,time_in_observable,time_in_nonobservable,sliding_window_5s_min,sliding_window_5s_max,sliding_window_5s_mean,sliding_window_10s_min,sliding_window_10s_max,sliding_window_10s_mean,sliding_window_15s_min,sliding_window_15s_max,sliding_window_15s_mean,sliding_window_20s_min,sliding_window_20s_max,sliding_window_20s_mean,sliding_window_30s_min,sliding_window_30s_max,sliding_window_30s_mean
0,0.0,0.0,314.0,336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.05313851534181868,0.0001624990499577693,320.0,333.0,0.0,0.026994409313350398,0.0008412428180941131,0.0,0.0279398801480778,0.0017348828452209012,0.0,0.0279398801480778,0.002687251022400616,0.0,0.0279398801480778,0.003705074057118456,0.0,0.0279398801480778,0.005966068399923406
2,0.6507125961916049,0.0029930276913979004,316.0,338.0,0.0,0.35227456175233085,0.01392658185661747,0.0,0.5211146020141031,0.025995300220978037,0.0,0.59563509666485,0.037698267811354505,0.0,0.6507125961916049,0.0494034453641542,0.0,0.6507125961916049,0.0649493004245683
3,0.34538812629431004,0.0012162256057030472,307.0,334.0,0.0,0.20431520208052034,0.0060601572780880205,0.0,0.3370997419412196,0.0119546175881553,0.0,0.3370997419412196,0.018084027086727714,0.0,0.34538812629431004,0.024403427182858758,0.0,0.34538812629431004,0.03149710895596694
4,0.08756370050403794,0.00026501431882716724,300.0,339.0,0.0,0.051429876138257224,0.001363420041272278,0.0,0.08756370050403794,0.002797389999181785,0.0,0.08756370050403794,0.004304808777537793,0.0,0.08756370050403794,0.005913058243409258,0.0,0.08756370050403794,0.009475417275339598
5,0.5839807313732438,0.002547736291049561,323.0,334.0,0.0,0.2607522903554723,0.012376523230055033,0.0,0.37465712861790734,0.02411749709768085,0.0,0.4575249157001987,0.03594069793901841,0.0,0.5077079500260084,0.04836198223720672,0.0,0.5077079500260084,0.07587524036786827
6,0.8959306993415207,0.006445820328736059,329.0,335.0,0.0,0.4464796601603469,0.029302107602876763,0.0,0.6215920370424282,0.053959310717575745,0.0,0.7436522469643997,0.0776615816098504,0.0,0.7738377968855197,0.1022946949409355,0.0,0.7868289162488908,0.1566152138543376
7,0.09172213664000528,0.00028376095864512024,325.0,335.0,0.0,0.039617820968099404,0.0014573491498775953,0.0,0.06516849182140738,0.0029971157993739124,0.0,0.06516849182140738,0.004629369278511657,0.0,0.06516849182140738,0.006372284010472301,0.0,0.06516849182140738,0.010238385779548638
8,0.08461889670001832,0.00025974691425116326,301.0,334.0,0.0,0.04582847965064074,0.0013346995286136697,0.0,0.0768546147606709,0.0027304883453483494,0.0,0.0768546147606709,0.004217804297606615,0.0,0.0768546147606709,0.005805955229678998,0.0,0.0768546147606709,0.009328762751730467
9,0.7334634220683071,0.0037492755661707833,312.0,336.0,0.0,0.4133211832374323,0.016862723719795598,0.0,0.599840784554869,0.03056972123077716,0.0,0.7066357890655104,0.04378964297212389,0.0,0.7334634220683071,0.0559096126606345,0.0,0.7334634220683071,0.06827107180905666
10,1.0,0.07303107140247796,328.0,296.0,0.0,0.9999999921357663,0.14592811486562166,0.0,0.9999999999999014,0.1946840925351032,0.0,0.9999999999999999,0.23876586662035681,0.0,1.0,0.2752316759908267,0.0,1.0,0.3320873768837186
11,1.0,0.11376096979430814,339.0,295.0,0.0,0.9999999989622438,0.18764434502573546,0.0,0.9999999999999942,0.233129162917726,0.0,1.0,0.2775921144534665,0.0,1.0,0.3157941070358437,0.0,1.0,0.3665750173611235
12,1.0,0.09269922850581565,339.0,297.0,0.0,0.9999995152697009,0.17668624701361915,0.0,0.9999999999256203,0.22259323294876518,0.0,0.9999999999996916,0.26678100184649733,0.0,0.9999999999999784,0.30408277871776956,0.0,0.9999999999999976,0.35875375022553857
13,1.0,0.11706668488117272,350.0,297.0,0.0,0.9999999965203608,0.19150854767490655,0.0,0.9999999999999929,0.23720322298394514,0.0,1.0,0.2813237228407702,0.0,1.0,0.31623585433928164,0.0,1.0,0.36375319859098065
14,1.0,0.0968915373615811,360.0,296.0,0.0,0.9999988885007284,0.18038404237794733,0.0,0.9999999998596681,0.22658422255226912,0.0,0.9999999999996173,0.2725680007644387,0.0,0.9999999999999911,0.314642133759158,0.0,0.9999999999999986,0.3594200610745081
15,1.0,0.1053011049507789,346.0,294.0,0.0,0.9999999999966159,0.18557691515594965,0.0,0.9999999999999999,0.23240201864776694,0.0,1.0,0.2773052506473933,0.0,1.0,0.3178296501471246,0.0,1.0,0.3664107026192051
16,1.0,0.10825861058982177,325.0,290.0,0.0,0.9999999921257374,0.18942596578277213,0.0,0.9999999999997651,0.2364186748195213,0.0,0.9999999999999997,0.27863223530639003,0.0,1.0,0.3128552780385943,0.0,1.0,0.3619206988556226
17,1.0,0.08087903616925828,324.0,296.0,0.0,0.9999995348371883,0.16696778998140516,0.0,0.9999999999896912,0.2161205366406581,0.0,0.9999999999999724,0.25954717556205764,0.0,0.9999999999999989,0.29528361516773827,0.0,0.9999999999999999,0.3527262649248677
18,1.0,0.10275897279990885,351.0,295.0,0.0,0.9999999951333638,0.18006301917220996,0.0,0.9999999999998108,0.22566155585966585,0.0,0.9999999999999996,0.26979358439440176,0.0,1.0,0.30731675283804005,0.0,1.0,0.3635439406038756
19,1.0,0.07362884666719587,340.0,294.0,0.0,0.9999999926853409,0.1456237418927481,0.0,0.9999999999999795,0.19404936448251142,0.0,1.0,0.23845647421602018,0.0,1.0,0.2765052726607768,0.0,1.0,0.33616273895703325
20,1.0,0.07417224495644818,305.0,323.0,0.0,0.9999986812585181,0.1524680592323117,0.0,0.9999999999526087,0.19702403288874115,0.0,0.999999999999699,0.23938966816442717,0.0,0.9999999999999787,0.2814646735430073,0.0,0.9999999999999951,0.352335870139748
21,0.9998596515350445,0.0245132441005165,314.0,320.0,0.0,0.8639721939481941,0.090229886693454,0.0,0.9725600406051683,0.14278309295709632,0.0,0.9881596791126639,0.19027331762955238,0.0,0.9934231131493781,0.23991049264181882,0.0,0.9949459739756368,0.33981718130796
22,1.0,0.09308534787907856,336.0,321.0,0.0,0.9999981818327607,0.16676427138313174,0.0,0.9999999999940288,0.20739787078237598,0.0,0.9999999999999954,0.24824336218676196,0.0,0.9999999999999996,0.286284292524108,0.0,1.0,0.34961413099170435
23,1.0,0.07423594231187712,296.0,321.0,0.0,0.9999210458283841,0.15155531029078592,0.0,0.9999999368276414,0.19390408754105534,0.0,0.9999999997446448,0.23480549604003562,0.0,0.9999999999789587,0.27643508933296124,0.0,0.9999999999955184,0.3470679428721179
24,0.9999999999993086,0.060961754361098616,337.0,320.0,0.0,0.9985703672058419,0.15527369354723128,0.0,0.9999892170071923,0.21289701139671688,0.0,0.9999990333952742,0.26752072369407903,0.0,0.999999795618204,0.3239922193731469,0.0,0.9999999320376884,0.4176703456247182
